@relation loanDefault
@attribute Loan_Amount REAL
@attribute Term { '36 months','60 months' }
@attribute Interest_Rate REAL
@attribute Employment_Length { '< 1 year','1 year','2 years','3 years','4 years','5 years','6 years','7 years','8 years','9 years','10+ years','n/a'}
@attribute Home_Ownership { 'OWN','RENT','MORTGAGE','NONE','OTHER'}
@attribute Annual_Income REAL
@attribute Debt_to_Income REAL
@attribute Credit_Score REAL
@attribute Class {'Fully Paid','Charged Off'}
@DATA
10000,'36 months',0.0762,'10+ years','MORTGAGE',68369.6,12.98,729,'Charged Off'
16800,'36 months',0.079,'2 years','MORTGAGE',150000,11.24,714,'Charged Off'
15000,'60 months',0.1855,'6 years','MORTGAGE',41000,7,684,'Charged Off'
28000,'60 months',0.217,'8 years','RENT',108000,15.66,709,'Charged Off'
6075,'36 months',0.192,'10+ years','OWN',30000,29.04,679,'Charged Off'
10000,'60 months',0.1776,'< 1 year','RENT',40000,17.88,729,'Charged Off'
20000,'36 months',0.151,'< 1 year','MORTGAGE',85000,19.57,684,'Charged Off'
24000,'60 months',0.162,'n/a','MORTGAGE',54842,15.05,779,'Charged Off'
20125,'60 months',0.237,'< 1 year','MORTGAGE',80000,8.96,664,'Charged Off'
35000,'60 months',0.231,'9 years','MORTGAGE',82000,14.2,664,'Charged Off'
27575,'36 months',0.1776,'n/a','RENT',61908,34.48,674,'Charged Off'
34975,'36 months',0.1367,'2 years','RENT',125000,22.05,724,'Charged Off'
24250,'60 months',0.1952,'< 1 year','RENT',54000,30.37,679,'Charged Off'
35000,'60 months',0.21,'5 years','OWN',85000,24.15,684,'Charged Off'
10000,'36 months',0.143,'10+ years','RENT',40000,33.99,699,'Charged Off'
16000,'36 months',0.1776,'10+ years','RENT',83000,24.6,689,'Charged Off'
18000,'60 months',0.192,'6 years','MORTGAGE',42000,25.29,684,'Charged Off'
30225,'60 months',0.224,'3 years','RENT',78620,24.09,714,'Charged Off'
3600,'36 months',0.1776,'2 years','RENT',32000,16.43,699,'Charged Off'
10000,'36 months',0.079,'5 years','RENT',75000,19.33,714,'Charged Off'
24925,'36 months',0.192,'2 years','MORTGAGE',105000,8.73,714,'Charged Off'
16000,'60 months',0.151,'5 years','MORTGAGE',90000,18.87,734,'Charged Off'
33950,'36 months',0.1776,'10+ years','MORTGAGE',190000,5.93,664,'Charged Off'
35000,'60 months',0.217,'< 1 year','MORTGAGE',120000,18.59,709,'Charged Off'
5200,'36 months',0.151,'< 1 year','RENT',32000,20.86,664,'Charged Off'
14675,'36 months',0.1367,'1 year','OWN',85000,16.67,689,'Charged Off'
4200,'36 months',0.1855,'2 years','MORTGAGE',30000,27.68,689,'Charged Off'
17050,'60 months',0.224,'n/a','MORTGAGE',45750.48,16.5,709,'Charged Off'
1500,'36 months',0.231,'n/a','MORTGAGE',62000,16.64,674,'Charged Off'
7675,'36 months',0.202,'n/a','MORTGAGE',35800,5.1,719,'Charged Off'
4800,'36 months',0.079,'10+ years','MORTGAGE',90000,5.65,759,'Charged Off'
23500,'60 months',0.1776,'10+ years','MORTGAGE',62000,18.76,699,'Charged Off'
20000,'60 months',0.1952,'1 year','RENT',45250,29.18,664,'Charged Off'
30000,'36 months',0.2499,'6 years','MORTGAGE',86000,24.06,664,'Charged Off'
10000,'36 months',0.079,'5 years','MORTGAGE',48000,13.5,739,'Charged Off'
12000,'60 months',0.1952,'10+ years','RENT',35000,30.52,689,'Charged Off'
20000,'60 months',0.1776,'6 years','RENT',80000,15.8,694,'Charged Off'
25000,'36 months',0.217,'3 years','RENT',60000,11.66,684,'Charged Off'
7200,'36 months',0.151,'6 years','MORTGAGE',36000,17.17,699,'Charged Off'
3300,'36 months',0.171,'n/a','MORTGAGE',100000,5.06,664,'Charged Off'
3600,'60 months',0.237,'1 year','RENT',25000,20.74,669,'Charged Off'
15000,'36 months',0.0762,'< 1 year','MORTGAGE',40000,24.99,714,'Charged Off'
32875,'36 months',0.162,'10+ years','RENT',110000,20.77,694,'Charged Off'
9000,'36 months',0.0762,'2 years','MORTGAGE',62812,13.11,729,'Charged Off'
11100,'60 months',0.192,'10+ years','MORTGAGE',33000,27.38,734,'Charged Off'
12000,'36 months',0.1561,'5 years','RENT',264000,4.05,709,'Charged Off'
12000,'60 months',0.217,'10+ years','MORTGAGE',480000,5.3,694,'Charged Off'
10000,'36 months',0.151,'10+ years','MORTGAGE',50000,15.94,754,'Charged Off'
21000,'60 months',0.21,'10+ years','MORTGAGE',75000,31.1,664,'Charged Off'
21200,'36 months',0.171,'10+ years','RENT',70000,34.72,699,'Charged Off'
14125,'36 months',0.1561,'1 year','RENT',41000,16.45,669,'Charged Off'
11100,'60 months',0.2583,'2 years','RENT',56000,6.64,669,'Charged Off'
16425,'60 months',0.231,'5 years','MORTGAGE',52500,30.95,664,'Charged Off'
8000,'36 months',0.1199,'6 years','RENT',28683,9,674,'Charged Off'
12000,'60 months',0.1855,'10+ years','MORTGAGE',65000,9.79,664,'Charged Off'
5000,'36 months',0.234,'10+ years','MORTGAGE',110000,22.13,679,'Charged Off'
12500,'60 months',0.2408,'10+ years','MORTGAGE',48000,0.65,674,'Charged Off'
24000,'60 months',0.1561,'6 years','MORTGAGE',97700,4.77,699,'Charged Off'
5000,'36 months',0.0967,'6 years','MORTGAGE',36000,5.5,689,'Charged Off'
14650,'60 months',0.1776,'10+ years','RENT',142000,14.95,684,'Charged Off'
18225,'60 months',0.151,'10+ years','RENT',42000,21.69,734,'Charged Off'
12800,'60 months',0.151,'3 years','RENT',60000,28.48,704,'Charged Off'
8000,'36 months',0.1299,'2 years','RENT',50000,5.26,669,'Charged Off'
19075,'36 months',0.143,'n/a','RENT',70000,30.32,699,'Charged Off'
9250,'36 months',0.151,'10+ years','OWN',27000,15.07,689,'Charged Off'
17050,'60 months',0.224,'7 years','MORTGAGE',39000,12.15,694,'Charged Off'
8000,'36 months',0.143,'n/a','MORTGAGE',51600,22.3,679,'Charged Off'
10000,'36 months',0.151,'6 years','MORTGAGE',60000,9.78,704,'Charged Off'
35000,'60 months',0.224,'1 year','MORTGAGE',111000,13.65,694,'Charged Off'
16000,'36 months',0.202,'10+ years','RENT',50000,16.92,669,'Charged Off'
18000,'60 months',0.1299,'2 years','RENT',79500,30.83,719,'Charged Off'
15000,'36 months',0.171,'6 years','MORTGAGE',38000,17.31,664,'Charged Off'
3000,'36 months',0.143,'< 1 year','RENT',60000,13.38,784,'Charged Off'
8000,'36 months',0.171,'2 years','RENT',31000,23.85,669,'Charged Off'
12000,'60 months',0.234,'10+ years','MORTGAGE',85000,17.56,669,'Charged Off'
8975,'36 months',0.2408,'2 years','RENT',33000,30.36,694,'Charged Off'
25000,'36 months',0.0967,'10+ years','MORTGAGE',69000,19.04,694,'Charged Off'
24250,'60 months',0.217,'8 years','RENT',74263,20.35,694,'Charged Off'
18000,'60 months',0.1952,'5 years','RENT',45000,9.15,669,'Charged Off'
15000,'36 months',0.1199,'7 years','RENT',80000,24.96,684,'Charged Off'
14500,'60 months',0.1855,'10+ years','MORTGAGE',45000,26.13,699,'Charged Off'
6000,'36 months',0.171,'6 years','RENT',31000,6.97,694,'Charged Off'
21000,'60 months',0.202,'5 years','RENT',81800,21.08,689,'Charged Off'
25000,'60 months',0.1855,'7 years','MORTGAGE',79400,4.37,784,'Charged Off'
20000,'36 months',0.1099,'5 years','RENT',67000,22.49,714,'Charged Off'
21600,'36 months',0.162,'n/a','OWN',52000,24.12,664,'Charged Off'
11000,'36 months',0.1367,'3 years','RENT',45000,21.44,669,'Charged Off'
35000,'60 months',0.1855,'8 years','RENT',100000,23.96,719,'Charged Off'
30000,'60 months',0.1855,'2 years','MORTGAGE',130000,15.55,689,'Charged Off'
14000,'60 months',0.1855,'10+ years','RENT',47000,4.29,679,'Charged Off'
35000,'60 months',0.21,'10+ years','MORTGAGE',95000,13,704,'Charged Off'
8000,'36 months',0.1299,'< 1 year','RENT',55000,13.42,674,'Charged Off'
12000,'60 months',0.192,'3 years','MORTGAGE',65000,22.06,714,'Charged Off'
3050,'36 months',0.192,'7 years','MORTGAGE',45000,34.13,689,'Charged Off'
15000,'36 months',0.0967,'10+ years','MORTGAGE',60000,25.36,699,'Charged Off'
6075,'36 months',0.21,'6 years','RENT',34000,7.36,684,'Charged Off'
4000,'36 months',0.162,'n/a','RENT',30000,25.32,689,'Charged Off'
15000,'36 months',0.143,'7 years','MORTGAGE',75000,18.08,704,'Charged Off'
15000,'36 months',0.1776,'2 years','OWN',50000,21.41,699,'Charged Off'
3000,'36 months',0.1367,'10+ years','MORTGAGE',43000,6.22,664,'Charged Off'
22250,'60 months',0.171,'7 years','MORTGAGE',75000,12.85,754,'Charged Off'
21850,'36 months',0.1561,'8 years','RENT',50000,19.97,684,'Charged Off'
11200,'36 months',0.143,'10+ years','MORTGAGE',72900,4.61,684,'Charged Off'
8325,'36 months',0.0967,'8 years','RENT',24000,11.7,709,'Charged Off'
29175,'60 months',0.1952,'10+ years','RENT',65000,12.24,694,'Charged Off'
7550,'36 months',0.143,'2 years','RENT',27000,12.4,669,'Charged Off'
30000,'36 months',0.0762,'8 years','MORTGAGE',87500,6.04,824,'Charged Off'
20000,'36 months',0.079,'4 years','RENT',47000,24.8,684,'Charged Off'
8000,'36 months',0.1855,'8 years','RENT',67000,25.15,719,'Charged Off'
11500,'60 months',0.21,'4 years','RENT',62000,19.67,669,'Charged Off'
15000,'60 months',0.192,'10+ years','MORTGAGE',121000,25.39,694,'Charged Off'
20000,'36 months',0.1099,'7 years','RENT',85000,21.75,709,'Charged Off'
10000,'36 months',0.079,'< 1 year','MORTGAGE',70000,18.07,699,'Charged Off'
18550,'36 months',0.1367,'10+ years','OWN',130000,32.03,699,'Charged Off'
4000,'36 months',0.1776,'10+ years','RENT',20000,8.76,694,'Charged Off'
23000,'60 months',0.171,'10+ years','RENT',95000,22.84,704,'Charged Off'
28100,'60 months',0.2606,'1 year','RENT',75000,20.19,684,'Charged Off'
15000,'60 months',0.245,'8 years','MORTGAGE',47250,25.52,669,'Charged Off'
16750,'60 months',0.1855,'5 years','RENT',51400,22.69,694,'Charged Off'
26500,'60 months',0.1952,'8 years','MORTGAGE',60000,18.06,689,'Charged Off'
30000,'60 months',0.1776,'10+ years','RENT',92222,27.29,704,'Charged Off'
24000,'36 months',0.1561,'9 years','RENT',90000,26.66,664,'Charged Off'
13150,'60 months',0.1952,'10+ years','MORTGAGE',65000,29.75,684,'Charged Off'
15000,'60 months',0.234,'10+ years','MORTGAGE',60000,10.84,689,'Charged Off'
3400,'36 months',0.1776,'10+ years','MORTGAGE',35000,12.93,664,'Charged Off'
14000,'36 months',0.089,'7 years','RENT',41848,22.73,699,'Charged Off'
7000,'36 months',0.1367,'1 year','MORTGAGE',65000,19.39,669,'Charged Off'
12375,'36 months',0.1561,'9 years','RENT',50000,27.1,684,'Charged Off'
11625,'36 months',0.234,'10+ years','MORTGAGE',54000,17.91,664,'Charged Off'
14000,'36 months',0.1099,'3 years','MORTGAGE',105000,17.73,729,'Charged Off'
31300,'36 months',0.1099,'< 1 year','MORTGAGE',70000,17.18,774,'Charged Off'
12875,'60 months',0.202,'5 years','MORTGAGE',43000,26.63,674,'Charged Off'
15000,'36 months',0.079,'10+ years','RENT',46000,18.08,724,'Charged Off'
8000,'36 months',0.234,'< 1 year','RENT',35000,20.13,664,'Charged Off'
20000,'36 months',0.079,'2 years','RENT',85000,16.87,689,'Charged Off'
25000,'36 months',0.0967,'10+ years','MORTGAGE',66000,21.53,689,'Charged Off'
17625,'60 months',0.2499,'10+ years','OWN',39900,28.39,679,'Charged Off'
25600,'60 months',0.1776,'3 years','RENT',132000,16.96,724,'Charged Off'
35000,'36 months',0.143,'10+ years','MORTGAGE',165000,17.23,724,'Charged Off'
35000,'60 months',0.1855,'5 years','RENT',150000,12.8,669,'Charged Off'
15000,'36 months',0.1099,'1 year','RENT',70000,19.72,719,'Charged Off'
24000,'60 months',0.202,'5 years','RENT',100000,18.29,699,'Charged Off'
16000,'60 months',0.1776,'10+ years','MORTGAGE',39000,27.75,679,'Charged Off'
11000,'36 months',0.1099,'10+ years','RENT',33600,28.11,679,'Charged Off'
9750,'36 months',0.202,'< 1 year','MORTGAGE',33208,33.25,669,'Charged Off'
22750,'60 months',0.1952,'10+ years','MORTGAGE',51000,18.05,669,'Charged Off'
8000,'36 months',0.1367,'10+ years','MORTGAGE',54638,33.74,719,'Charged Off'
30000,'60 months',0.1776,'4 years','MORTGAGE',72000,14.6,699,'Charged Off'
1600,'36 months',0.192,'1 year','RENT',24000,30.05,689,'Charged Off'
11200,'60 months',0.1561,'< 1 year','RENT',45000,3.57,699,'Charged Off'
12000,'36 months',0.089,'7 years','MORTGAGE',65000,27.84,679,'Charged Off'
18550,'60 months',0.231,'5 years','RENT',65000,12.24,674,'Charged Off'
28000,'60 months',0.1855,'2 years','MORTGAGE',136000,15.07,664,'Charged Off'
22575,'60 months',0.1776,'7 years','MORTGAGE',51321,23.62,679,'Charged Off'
8325,'36 months',0.1776,'2 years','MORTGAGE',30000,22.13,684,'Charged Off'
16000,'60 months',0.151,'10+ years','MORTGAGE',131000,4.87,699,'Charged Off'
7000,'36 months',0.0762,'3 years','MORTGAGE',65000,20.37,699,'Charged Off'
32350,'36 months',0.1952,'1 year','MORTGAGE',80000,29,704,'Charged Off'
35000,'60 months',0.217,'10+ years','MORTGAGE',112000,17.5,704,'Charged Off'
15000,'60 months',0.1855,'10+ years','MORTGAGE',89000,16.59,694,'Charged Off'
30000,'60 months',0.143,'< 1 year','OWN',92000,5.05,809,'Charged Off'
32000,'60 months',0.217,'10+ years','MORTGAGE',159500,22.26,679,'Charged Off'
35000,'36 months',0.224,'10+ years','MORTGAGE',120000,18.76,674,'Charged Off'
21000,'60 months',0.1199,'10+ years','MORTGAGE',70000,15.02,714,'Charged Off'
10000,'36 months',0.1855,'10+ years','RENT',90000,11.71,664,'Charged Off'
18000,'60 months',0.162,'6 years','RENT',59200,27.89,669,'Charged Off'
10000,'36 months',0.171,'4 years','RENT',80000,19.59,664,'Charged Off'
10000,'60 months',0.162,'10+ years','MORTGAGE',70000,7.47,679,'Charged Off'
10000,'36 months',0.1855,'7 years','RENT',55000,25.03,704,'Charged Off'
16000,'60 months',0.21,'n/a','RENT',36300,34.21,694,'Charged Off'
10000,'36 months',0.1561,'10+ years','OWN',90000,8.59,684,'Charged Off'
12000,'36 months',0.171,'n/a','MORTGAGE',54000,16.93,699,'Charged Off'
19200,'36 months',0.151,'3 years','MORTGAGE',90000,19.25,689,'Charged Off'
2000,'36 months',0.1776,'10+ years','MORTGAGE',51972,19.67,684,'Charged Off'
18000,'60 months',0.1952,'5 years','RENT',50000,20.26,704,'Charged Off'
13000,'60 months',0.21,'< 1 year','RENT',55000,22.47,669,'Charged Off'
23850,'60 months',0.217,'4 years','MORTGAGE',126000,24.14,694,'Charged Off'
6000,'36 months',0.1299,'10+ years','MORTGAGE',26800,21.23,704,'Charged Off'
20000,'36 months',0.1561,'10+ years','MORTGAGE',90000,26.15,694,'Charged Off'
15825,'60 months',0.171,'10+ years','MORTGAGE',60000,12.12,694,'Charged Off'
15000,'36 months',0.1299,'2 years','MORTGAGE',79000,17.96,689,'Charged Off'
5000,'36 months',0.0967,'2 years','MORTGAGE',63000,6.74,694,'Charged Off'
8000,'36 months',0.192,'n/a','OWN',44000,22.8,679,'Charged Off'
15000,'60 months',0.2557,'9 years','MORTGAGE',124000,9.95,679,'Charged Off'
16000,'60 months',0.234,'5 years','OWN',43000,19.23,744,'Charged Off'
11000,'60 months',0.151,'n/a','MORTGAGE',45000,19.63,699,'Charged Off'
10000,'60 months',0.202,'10+ years','MORTGAGE',64000,16.52,679,'Charged Off'
21850,'36 months',0.089,'n/a','RENT',50000,13.71,714,'Charged Off'
12000,'36 months',0.151,'7 years','OWN',50000,20.69,684,'Charged Off'
10000,'36 months',0.1367,'3 years','RENT',49000,7.37,684,'Charged Off'
4000,'36 months',0.151,'5 years','MORTGAGE',50000,9.99,679,'Charged Off'
10000,'36 months',0.0967,'2 years','MORTGAGE',75000,30.7,704,'Charged Off'
2525,'36 months',0.1099,'< 1 year','MORTGAGE',42016,16.37,704,'Charged Off'
8000,'36 months',0.151,'10+ years','MORTGAGE',46000,17.19,674,'Charged Off'
25000,'60 months',0.1299,'10+ years','MORTGAGE',72000,26.32,724,'Charged Off'
24000,'60 months',0.171,'3 years','MORTGAGE',103500,20.89,684,'Charged Off'
17625,'60 months',0.171,'10+ years','MORTGAGE',48000,22.58,709,'Charged Off'
15850,'36 months',0.162,'3 years','RENT',36000,32.6,679,'Charged Off'
25000,'60 months',0.231,'10+ years','MORTGAGE',68750,24.18,664,'Charged Off'
30750,'60 months',0.202,'9 years','RENT',80000,22.91,679,'Charged Off'
22000,'60 months',0.143,'3 years','MORTGAGE',50000,22.13,769,'Charged Off'
20000,'60 months',0.192,'n/a','RENT',48000,27.7,689,'Charged Off'
29000,'36 months',0.224,'2 years','RENT',67000,21.85,669,'Charged Off'
15875,'60 months',0.1855,'1 year','RENT',130000,9.08,679,'Charged Off'
18250,'36 months',0.1561,'10+ years','RENT',42000,31.45,689,'Charged Off'
10000,'36 months',0.143,'2 years','RENT',54000,25.4,704,'Charged Off'
10500,'36 months',0.1099,'10+ years','MORTGAGE',69600,25.48,694,'Charged Off'
35000,'60 months',0.21,'3 years','MORTGAGE',110000,13.87,754,'Charged Off'
10000,'36 months',0.1299,'< 1 year','MORTGAGE',150000,12.98,664,'Charged Off'
16800,'60 months',0.202,'3 years','MORTGAGE',100000,25.35,664,'Charged Off'
16800,'60 months',0.2499,'3 years','RENT',56000,13.12,669,'Charged Off'
26500,'60 months',0.1855,'6 years','MORTGAGE',60000,20,699,'Charged Off'
15000,'60 months',0.202,'7 years','OWN',47000,27.94,669,'Charged Off'
16000,'60 months',0.2557,'5 years','RENT',37000,18.21,669,'Charged Off'
24000,'60 months',0.0967,'10+ years','MORTGAGE',60000,21.02,759,'Charged Off'
11500,'60 months',0.171,'7 years','MORTGAGE',34000,31.59,729,'Charged Off'
12000,'36 months',0.1199,'n/a','MORTGAGE',71159,12.9,664,'Charged Off'
18225,'60 months',0.234,'< 1 year','RENT',46000,28.2,699,'Charged Off'
8500,'60 months',0.1299,'< 1 year','RENT',35870,24.32,769,'Charged Off'
15000,'36 months',0.1561,'9 years','MORTGAGE',90000,18.91,694,'Charged Off'
35000,'60 months',0.224,'7 years','RENT',96000,20.19,699,'Charged Off'
12000,'36 months',0.079,'5 years','MORTGAGE',115000,18.09,684,'Charged Off'
31825,'60 months',0.234,'10+ years','MORTGAGE',71616,19.76,679,'Charged Off'
15275,'60 months',0.1561,'10+ years','RENT',44035,5.83,704,'Charged Off'
24375,'36 months',0.151,'10+ years','MORTGAGE',55000,14.38,724,'Charged Off'
14300,'36 months',0.21,'3 years','RENT',69000,24.21,669,'Charged Off'
35000,'36 months',0.1561,'6 years','MORTGAGE',110000,32.93,699,'Charged Off'
8000,'36 months',0.1367,'2 years','RENT',45000,19.57,674,'Charged Off'
25050,'60 months',0.237,'6 years','MORTGAGE',82000,20.65,689,'Charged Off'
6000,'36 months',0.1299,'9 years','MORTGAGE',40000,14.79,714,'Charged Off'
2750,'36 months',0.1561,'1 year','RENT',60000,13.76,749,'Charged Off'
14000,'60 months',0.1561,'1 year','MORTGAGE',50000,8.64,674,'Charged Off'
19600,'60 months',0.192,'7 years','MORTGAGE',50000,21.27,689,'Charged Off'
10000,'36 months',0.1367,'9 years','MORTGAGE',42000,7.71,684,'Charged Off'
25000,'60 months',0.1776,'4 years','MORTGAGE',70000,18.38,699,'Charged Off'
14000,'60 months',0.1952,'10+ years','MORTGAGE',90000,17.56,699,'Charged Off'
16000,'36 months',0.079,'8 years','MORTGAGE',90000,6.36,729,'Charged Off'
25000,'36 months',0.0967,'4 years','MORTGAGE',250000,8.08,679,'Charged Off'
15000,'36 months',0.151,'10+ years','MORTGAGE',90756,20.42,679,'Charged Off'
9500,'36 months',0.1099,'8 years','MORTGAGE',120000,9.1,684,'Charged Off'
7000,'36 months',0.1299,'1 year','OWN',80000,9.32,714,'Charged Off'
15000,'60 months',0.1561,'6 years','MORTGAGE',57000,27.28,714,'Charged Off'
11700,'36 months',0.1199,'5 years','RENT',35000,24.86,664,'Charged Off'
15600,'36 months',0.1855,'5 years','RENT',41870,19.38,684,'Charged Off'
15000,'36 months',0.1299,'2 years','MORTGAGE',44000,16.76,719,'Charged Off'
12000,'36 months',0.079,'10+ years','RENT',45000,26.43,719,'Charged Off'
21000,'60 months',0.1952,'2 years','RENT',70000,25.12,669,'Charged Off'
12000,'60 months',0.1367,'2 years','MORTGAGE',70000,17.5,709,'Charged Off'
28000,'36 months',0.1367,'2 years','MORTGAGE',250000,9.34,684,'Charged Off'
10000,'36 months',0.1855,'10+ years','RENT',32000,15.12,664,'Charged Off'
30000,'60 months',0.1952,'8 years','MORTGAGE',100000,13.21,684,'Charged Off'
26500,'36 months',0.143,'3 years','RENT',60000,13.38,684,'Charged Off'
32000,'60 months',0.1855,'4 years','MORTGAGE',112800,2.58,694,'Charged Off'
7000,'36 months',0.089,'10+ years','MORTGAGE',89000,14.1,739,'Charged Off'
20000,'60 months',0.1776,'10+ years','MORTGAGE',65000,14.81,674,'Charged Off'
35000,'60 months',0.1855,'10+ years','MORTGAGE',103789,18.34,699,'Charged Off'
5750,'36 months',0.1199,'1 year','RENT',20000,14.59,694,'Charged Off'
25000,'60 months',0.2589,'10+ years','OWN',85000,15.45,679,'Charged Off'
7200,'36 months',0.1199,'9 years','MORTGAGE',54800,19.49,689,'Charged Off'
17050,'36 months',0.079,'5 years','MORTGAGE',42500,18.81,719,'Charged Off'
20125,'36 months',0.1776,'10+ years','MORTGAGE',45000,24.29,684,'Charged Off'
18000,'60 months',0.217,'5 years','RENT',48000,17.03,679,'Charged Off'
12000,'60 months',0.2499,'< 1 year','OWN',39000,8.25,684,'Charged Off'
23000,'36 months',0.1561,'10+ years','MORTGAGE',77590.64,15.41,684,'Charged Off'
12000,'60 months',0.202,'10+ years','RENT',77000,13.7,689,'Charged Off'
30000,'36 months',0.1561,'6 years','MORTGAGE',110000,19.85,664,'Charged Off'
29700,'60 months',0.234,'2 years','RENT',66000,29.47,684,'Charged Off'
10575,'36 months',0.162,'4 years','RENT',130000,13.6,684,'Charged Off'
14000,'60 months',0.171,'10+ years','MORTGAGE',60000,28.16,694,'Charged Off'
16000,'36 months',0.1367,'n/a','RENT',70000,19.27,694,'Charged Off'
20500,'60 months',0.2408,'9 years','RENT',55400,17.14,699,'Charged Off'
8000,'36 months',0.151,'10+ years','MORTGAGE',40000,27.15,664,'Charged Off'
25000,'60 months',0.1561,'4 years','MORTGAGE',79000,19.98,714,'Charged Off'
4950,'36 months',0.171,'7 years','RENT',160000,4.71,664,'Charged Off'
12000,'60 months',0.1561,'5 years','MORTGAGE',160000,8.63,704,'Charged Off'
8875,'36 months',0.151,'7 years','MORTGAGE',32000,17.1,689,'Charged Off'
35000,'60 months',0.202,'10+ years','MORTGAGE',86000,12.36,689,'Charged Off'
